lum,agg,int,atm,col,dep_bis,pays,region,com_bis,com_codeINSEE,communes,N_voie,numac,infra,catr,type_route,voie,circ,nbv,pr,pr1,vosp,situ,lat,long,adr,accident_velo,vehicule_imp,cycl_mort,cycl_bgv,cycl_blg,cycl_indm
1,7,6,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,009,59009,VILLENEUVE-D'ASCQ,RUE DU PRINTEMPS ,87229,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,378,59378,MARCQ-EN-BAROEUL,RUE DU QUESNE ,87236,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,410,59410,MONS-EN-BAROEUL,AVENUE ROBERT SCHUMAN,87249,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,1,59,FRANCE,NORD-PAS-DE-CALAIS,378,59378,MARCQ-EN-BAROEUL,AVENUE DE LA REPUBLIQUE,87251,0,4,VC,0,2,2,,,1,5,,,,1,2,0,0,1,0
1,8,3,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE PAUL BOURGET,87256,0,4,VC,0,2,2,,,0,1,,,,1,,0,0,1,0
1,5,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,646,59646,WASQUEHAL,RUE CLEMENT BETHUNE,87261,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,317,59317,HOUPLINES,RUE SAINT EXUPERY,87262,0,9,Autre,0,2,0,,,0,0,,,,1,7,0,0,1,0
1,5,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,646,59646,WASQUEHAL,AVENUE DU GRAND COTTIGNIES,87269,0,4,VC,0,3,2,,,1,5,,,,1,14,0,0,1,0
5,8,1,2,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE LEBLANC NICOLAS ,87273,0,4,VC,0,1,1,,,2,1,,,,1,7,0,0,1,0
1,8,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE DANEL LEONARD ,87282,0,4,VC,0,1,1,,,0,1,,,,1,33,0,0,1,0
1,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE DOUAI ,87293,0,4,VC,0,3,2,,,0,1,,,,1,7,0,0,1,0
1,7,1,1,1,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,ALLEE JULES BRAME,87299,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,2,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,386,59386,MARQUETTE-LEZ-LILLE,RUE DU GENERAL LECLERCQ,87318,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,299,59299,HEM,RUE AMBROISE PARE,87322,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,3,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,339,59339,LEERS,RUE JULES FERRY,87324,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,RUE ESPACE GRAND ,87325,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,368,59368,MADELEINE (LA),RUE DES COLLETS ,87334,0,4,VC,0,1,1,,,0,1,,,,1,,0,0,0,1
1,5,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,383,59383,MARLY,AVENUE HENRI BARBUSSE,87352,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,BOULEVARD GAMBETTA,87371,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,360,59360,LOOS,AVENUE DUPONT GEORGES ,87373,0,4,VC,0,2,2,,,0,1,,,,1,10,0,0,1,0
1,7,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,599,59599,TOURCOING,CHAUSSEE DENIS PAPIN,87381,0,3,RD,770,3,0,,,0,1,,,,1,7,0,0,1,0
1,5,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,527,59527,SAINT-ANDRE-LEZ-LILLE,RUE THIERS,87384,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,1,1,2,59,FRANCE,NORD-PAS-DE-CALAIS,560,59560,SECLIN,BOULEVARD HENTGES JOSEPH ,87385,0,4,VC,0,2,2,,,0,1,,,,1,3,0,0,1,0
1,7,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,009,59009,VILLENEUVE-D'ASCQ,BOULEVARD DE L'OUEST,87401,0,3,RD,0,3,5,,,1,5,,,,1,7,0,0,1,0
1,6,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,163,59163,CROIX,AVENUE DU GENERAL DE GAULLE,87416,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,1,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,368,59368,MADELEINE (LA),RUE DU GENERAL DE GAULLE ,87424,0,4,VC,0,3,4,,,1,4,,,,1,7,0,0,1,0
5,8,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE DE WAZEMMES,87454,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,2,2,1,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,RUE MONGE,87459,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,421,59421,MOUVAUX,RUE DE TOURCOING,87474,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,183,59183,DUNKERQUE,AVENUE HERBEAUX LOUIS ,87485,0,4,VC,0,2,3,,,0,1,,,,1,7,0,0,1,0
1,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE SOLFERINO,87494,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,2,2,1,59,FRANCE,NORD-PAS-DE-CALAIS,650,59650,WATTRELOS,RUE GUSTAVENUE DELORY ,87515,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,606,59606,VALENCIENNES,BOULEVARD WATTEAU,87521,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,650,59650,WATTRELOS,PLACE DE LA REPUBLIQUE,87522,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,606,59606,VALENCIENNES,RUE DE LA TARGETTE,87523,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,368,59368,MADELEINE (LA),RUE DU GENERAL DE GAULLE ,87529,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE URBANISTES ,87530,3,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,5,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,386,59386,MARQUETTE-LEZ-LILLE,RUE PASTEUR,87543,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,2,1,1,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,RUE DE FRANCE,87549,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,2,59,FRANCE,NORD-PAS-DE-CALAIS,378,59378,MARCQ-EN-BAROEUL,BOULEVARD CLEMENCEAU,87550,0,4,VC,0,3,4,,,0,1,,,,1,37,0,0,1,0
1,5,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,343,59343,LESQUIN,RUE HAINE SAINT PIERRE ,87563,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,8,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,BOULEVARD LEBAS JEAN BAPTISTE ,87565,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,8,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE NATIONALE,87575,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,328,59328,LAMBERSART,RUE DE DELECAUX ,87613,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
2,5,2,2,6,59,FRANCE,NORD-PAS-DE-CALAIS,507,59507,RONCHIN,RUE SAINT VENANT CHARLES ,87620,0,4,VC,0,3,2,,,0,1,,,,1,7,0,0,1,0
2,8,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE FAUBOURG D'ARRAS ,87623,0,4,VC,0,2,4,,,0,1,,,,1,7,0,0,1,0
1,7,9,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,183,59183,DUNKERQUE,CHANTIERS DE FRANCE,87633,0,4,VC,0,2,3,,,0,5,,,,1,33,0,0,0,1
1,8,2,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE ABELARD ,87640,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,7,3,1,1,59,FRANCE,NORD-PAS-DE-CALAIS,183,59183,DUNKERQUE,SUD,87646,0,4,VC,0,1,1,,,0,1,,,,1,7,0,0,1,0
1,8,4,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE DOUAI ,87649,0,4,VC,0,2,2,,,1,1,,,,1,7,0,0,1,0
1,5,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,286,59286,HAUBOURDIN,RUE POTIE AUGUSTE ,87663,0,4,VC,0,1,1,,,0,1,,,,1,7,0,0,1,0
1,7,3,2,6,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,RUE COLBERT,87672,5,4,VC,0,2,2,,,0,1,,,,1,40,0,0,1,0
1,7,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,AVENUE ALFRED MOTTE,87675,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,RUE JULES GUESDE ,87682,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,7,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,LACORDAIRE,87691,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,BOULEVARD LIBERTE ,87710,0,4,VC,0,1,4,,,3,1,,,,1,7,0,0,1,0
5,8,2,8,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE LEFEVRE GEORGES ,87723,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
5,8,1,2,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE PARIS ,87740,0,4,VC,0,2,2,,,2,1,,,,1,7,0,0,1,0
1,6,2,2,6,59,FRANCE,NORD-PAS-DE-CALAIS,410,59410,MONS-EN-BAROEUL,AVENUE EMILE ZOLA,87745,0,4,VC,0,3,4,,,1,1,,,,1,10,0,0,1,0
1,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,ESPLANADE FACADE,87748,0,4,VC,0,3,5,,,0,1,,,,1,7,0,0,1,0
5,6,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,017,59017,ARMENTIERES,RUE JULES FERRY,87773,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE MARAIS DE LOMME ,87775,0,4,VC,0,2,2,,,0,1,,,,1,,0,0,0,1
5,5,1,8,3,59,FRANCE,NORD-PAS-DE-CALAIS,507,59507,RONCHIN,RUE DU MARECHAL FOCH,87779,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,378,59378,MARCQ-EN-BAROEUL,PLACE DU GENERAL DE GAULLE,87786,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
5,7,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,009,59009,VILLENEUVE-D'ASCQ,BOULEVARD DE L'OUEST,87787,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE NATIONALE,87789,0,4,VC,0,2,2,,,0,1,,,,1,,0,0,0,1
1,1,3,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,332,59332,LANNOY,RUE DES TROIS FRERES REMY,87835,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,7,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,512,59512,ROUBAIX,ALLEE DES SAULES,87836,5,4,VC,0,2,2,,,0,4,,,,1,7,0,0,1,0
1,6,1,1,2,59,FRANCE,NORD-PAS-DE-CALAIS,650,59650,WATTRELOS,PARC DU LION,87837,5,4,VC,0,0,0,,,0,1,,,,1,99,0,0,1,0
1,5,1,1,1,59,FRANCE,NORD-PAS-DE-CALAIS,449,59449,ORCHIES,VC 0,87859,0,4,VC,0,2,0,0,0,0,1,5047730,324602,,1,7,0,0,1,0
1,4,1,1,7,59,FRANCE,NORD-PAS-DE-CALAIS,266,59266,GONDECOURT,RD 39,87864,0,3,RD,39,2,2,3,350,1,4,5054274,297803,,1,,0,0,1,0
1,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,017,59017,ARMENTIERES,RUE DU MARECHAL FOCH,87870,0,4,VC,0,1,1,,,0,4,,,,1,7,0,0,1,0
1,6,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,017,59017,ARMENTIERES,,87876,0,4,VC,,2,2,,,0,1,,,,1,7,0,0,1,0
1,1,3,1,2,59,FRANCE,NORD-PAS-DE-CALAIS,143,59143,CHAPELLE-D'ARMENTIERES (LA),ROUTE DE BOIS GRENIER,87879,0,4,VC,0,2,0,,,0,1,,,,1,7,0,0,1,0
5,5,6,8,6,59,FRANCE,NORD-PAS-DE-CALAIS,143,59143,CHAPELLE-D'ARMENTIERES (LA),PLACE BIRCHINGTON,87882,5,2,RN,,4,1,1,0,0,1,,,,1,7,0,0,1,0
5,5,6,8,3,59,FRANCE,NORD-PAS-DE-CALAIS,143,59143,CHAPELLE-D'ARMENTIERES (LA),PLACE KLEBER RINGOT,87884,0,4,VC,0,1,1,,,0,1,,,,1,7,0,0,1,0
5,6,3,8,6,59,FRANCE,NORD-PAS-DE-CALAIS,017,59017,ARMENTIERES,RUE DE LA LYS,87887,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,122,59122,CAMBRAI,RUE GAUTHIER,87891,0,4,VC,0,2,2,,,0,1,,,,1,,0,0,1,0
1,5,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,616,59616,VIEUX-CONDE,RUE NESTOR BOULIEZ,87893,0,9,Autre,0,0,1,,,0,1,,,,1,7,0,0,1,0
1,5,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,205,59205,ESCAUDAIN,RUE JULES GUESDE ,87896,0,9,Autre,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,172,59172,DENAIN,LIEUDIT BELLEVUE,87899,0,4,VC,0,2,2,,,0,4,,,,1,,,,,
1,4,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,390,59390,MASNY,D645,87904,0,3,RD,0,2,2,,,1,5,,,,1,7,0,0,1,0
5,4,1,2,2,59,FRANCE,NORD-PAS-DE-CALAIS,185,59185,ECAILLON,RUE DU PONCEAU,87906,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,6,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,178,59178,DOUAI,BOULEVARD DE LA REPUBLIQUE,87909,5,4,VC,0,3,4,,,0,0,,,,1,7,0,0,1,0
1,6,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,178,59178,DOUAI,RUE CAMILLE GUERIN,87917,6,4,VC,0,2,2,,,3,0,,,,1,2,0,0,1,0
1,5,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,170,59170,DECHY,RUE DE LA REPUBLIQUE ,87922,0,4,VC,0,3,2,,,0,1,,,,1,7,0,0,1,0
1,6,6,2,3,59,FRANCE,NORD-PAS-DE-CALAIS,178,59178,DOUAI,RUE LEON ESCOFFIER,87924,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,540,59540,SAINT-POL-SUR-MER,CHEVALIER DE ST POL,87928,0,4,VC,0,0,1,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,2,59,FRANCE,NORD-PAS-DE-CALAIS,540,59540,SAINT-POL-SUR-MER,WILSON QUAI,87935,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,9,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,271,59271,GRANDE-SYNTHE,AVENUE DUBEDOUT HUBERT,87950,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,7,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,183,59183,DUNKERQUE,MARENGO,87952,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,9,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,183,59183,DUNKERQUE,JEU DE PAUME,87956,0,4,VC,0,2,2,,,1,1,,,,1,7,0,0,1,0
1,4,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,248,59248,FORT-MARDYCK,COULIER RAYMOND,87957,0,4,VC,0,0,0,,,0,1,,,,1,7,0,0,1,0
5,6,1,1,2,59,FRANCE,NORD-PAS-DE-CALAIS,295,59295,HAZEBROUCK,DE MERVILLE,87966,0,4,VC,0,2,2,,,0,1,,,,1,13,0,0,1,0
5,6,2,2,6,59,FRANCE,NORD-PAS-DE-CALAIS,378,59378,MARCQ-EN-BAROEUL,RUE DU QUESNE ,87982,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
2,6,1,2,6,59,FRANCE,NORD-PAS-DE-CALAIS,360,59360,LOOS,AVENUE DUPONT GEORGES ,87992,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,BOULEVARD VAUBAN,88007,0,4,VC,0,2,4,,,0,1,,,,1,,0,0,1,0
1,7,3,2,3,59,FRANCE,NORD-PAS-DE-CALAIS,009,59009,VILLENEUVE-D'ASCQ,BOULEVARD DE MONS,88012,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
5,8,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE SAINT BLAISE,88013,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,368,59368,MADELEINE (LA),RUE DE LA PAIX,88014,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,009,59009,VILLENEUVE-D'ASCQ,ROND-POINT SAINT GHISLAIN ,88023,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,8,2,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,AVENUE DU PRESIDENTHOOVER,88045,0,4,VC,0,3,4,,,2,1,,,,1,7,0,0,1,0
1,8,1,1,2,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE FAUBOURG DE ROUBAIX ,88053,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,378,59378,MARCQ-EN-BAROEUL,RUE GENEVOIX MAURICE ,88071,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,8,2,1,1,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE DE LA GARE ,88081,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,368,59368,MADELEINE (LA),RUE DU PRESIDENT POMPIDOU,88083,0,4,VC,0,3,3,,,0,1,,,,1,10,0,0,1,0
1,6,4,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,378,59378,MARCQ-EN-BAROEUL,RUE JEAN JAURES,88086,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,8,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,BOULEVARD STRASBOURG,88088,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,5,6,1,2,59,FRANCE,NORD-PAS-DE-CALAIS,507,59507,RONCHIN,RUE SADI CARNOT,88097,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE NATIONALE,88113,0,4,VC,0,2,4,,,1,1,,,,1,7,0,0,1,0
1,8,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE SOLFERINO,88119,0,4,VC,0,2,2,,,0,1,,,,1,31,0,0,0,1
1,8,6,1,2,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,PLACE FEBVRIER JACQUES ,88121,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,7,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,009,59009,VILLENEUVE-D'ASCQ,BOULEVARD VAN GOGH ,88124,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,8,7,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,PLACE DOREZ BARTHELEMY ,88132,5,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,8,1,2,1,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,AVENUE CORDONNIER DENIS ,88133,0,4,VC,0,2,2,,,1,5,,,,1,,0,0,1,0
1,8,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE FAUBOURG D'ARRAS ,88136,3,4,VC,0,3,2,,,0,1,,,,1,7,0,0,1,0
1,8,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE PLINE ,88140,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,527,59527,SAINT-ANDRE-LEZ-LILLE,RUE PORION LOUIS ,88156,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE FAUBOURG D'ARRAS ,88169,0,4,VC,0,2,2,,,0,4,,,,1,7,0,0,1,0
1,8,1,2,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,AVENUE DE DUNKERQUE,88171,0,4,VC,0,3,2,,,2,1,,,,1,7,0,0,1,0
5,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,360,59360,LOOS,RUE AMBROISE PARE,88176,0,4,VC,0,3,2,,,0,1,,,,1,7,0,0,1,0
1,5,2,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,560,59560,SECLIN,RD 549,88178,0,3,RD,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,3,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,437,59437,NOYELLES-LES-SECLIN,RUE DE WATTIGNIES,88184,0,3,RD,0,2,2,,,1,5,,,,1,2,0,0,1,0
1,5,1,7,6,59,FRANCE,NORD-PAS-DE-CALAIS,507,59507,RONCHIN,RUE JEAN JAURES,88187,0,4,VC,0,3,3,,,3,1,,,,1,37,0,0,1,0
1,8,2,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE MASSENA ,88190,0,4,VC,0,1,2,,,2,1,,,,1,10,0,0,1,0
1,8,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,AVENUE SAINT VENANT CHARLES ,88196,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,8,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,BOULEVARD VICTOR HUGO,88199,0,4,VC,0,3,4,,,1,1,,,,1,13,0,0,1,0
1,5,1,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,527,59527,SAINT-ANDRE-LEZ-LILLE,PONT SAINTE HELENE,88201,2,4,VC,0,2,2,,,0,1,,,,1,17,0,0,1,0
1,8,3,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE MARCEL HENAUX,88213,0,4,VC,0,1,1,,,0,1,,,,1,7,0,0,1,0
1,8,2,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE DE CONDE,88220,0,4,VC,0,1,1,,,0,1,,,,1,7,0,0,1,1
1,6,4,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,328,59328,LAMBERSART,RUE WINSTON CHURCHILL,88245,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,8,2,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,BOULEVARD DE BELFORT,88253,0,4,VC,0,2,2,,,0,1,,,,1,14,0,0,1,0
1,5,6,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,507,59507,RONCHIN,RUE DE LESQUIN ,88255,0,4,VC,0,2,2,,,0,0,,,,1,7,0,0,1,0
1,8,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE CARREL ARMAND,88257,0,4,VC,0,2,4,,,1,1,,,,1,7,0,0,1,0
1,6,1,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,378,59378,MARCQ-EN-BAROEUL,RUE BAILLY ALBERT ,88270,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,3,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,527,59527,SAINT-ANDRE-LEZ-LILLE,RUE VAUBAN,88271,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
3,5,4,1,3,59,FRANCE,NORD-PAS-DE-CALAIS,527,59527,SAINT-ANDRE-LEZ-LILLE,RUE DE LILLE,88275,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,8,2,1,6,59,FRANCE,NORD-PAS-DE-CALAIS,350,59350,LILLE,RUE DANEL LEONARD ,88280,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
