lum,agg,int,atm,col,dep_bis,pays,region,com_bis,com_codeINSEE,communes,N_voie,numac,infra,catr,type_route,voie,circ,nbv,pr,pr1,vosp,situ,lat,long,adr,accident_velo,vehicule_imp,cycl_mort,cycl_bgv,cycl_blg,cycl_indm
2,6,1,8,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DU 23EME R.I.,1,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,6,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DU STAND,48,0,4,VC,0,1,2,,,0,1,,,,1,3,0,0,1,0
1,6,6,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,AVENUE AMEDEE MERCIER,53,0,3,RD,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,6,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,ROUTE DE MARBOZ,72,0,3,RD,996,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,9,1,2,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DE L'EST,80,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,6,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,BOULEVARD DU 8 MAI 1945,82,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,1,1,6,1,FRANCE,RHONE-ALPES,289,1289,PERONNAS,RUE DE L'EUROPE,83,0,4,VC,0,2,2,,,2,5,,,,1,7,0,0,1,0
2,4,1,1,3,1,FRANCE,RHONE-ALPES,263,1263,MONTMERLE-SUR-SAONE,RD 933,92,0,3,RD,933,2,2,53,500,0,1,4609600,475900,,1,7,0,0,1,0
3,1,1,1,2,1,FRANCE,RHONE-ALPES,281,1281,ORNEX,RD 1005,107,0,3,RD,1005,2,1,0,0,0,0,0,0,,1,10,0,0,1,0
4,5,6,2,1,1,FRANCE,RHONE-ALPES,194,1194,JASSANS-RIOTTIER,RD 933,114,5,3,RD,933,2,0,0,0,0,1,0,0,,1,7,0,0,1,0
1,1,1,1,1,1,FRANCE,RHONE-ALPES,369,1369,SAINT-JUST,RD 979,117,0,3,RD,979,2,2,34,850,0,1,0,0,,1,7,0,0,1,0
1,6,3,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,BOULEVARD GENERAL DE GAULLE,130,0,4,VC,0,3,0,,,0,1,,,,1,7,0,0,1,0
3,1,1,1,3,1,FRANCE,RHONE-ALPES,290,1290,PEROUGES,RD 1084,140,0,3,RD,1084,2,0,23,900,0,1,0,0,,1,7,0,0,1,0
1,2,1,1,3,1,FRANCE,RHONE-ALPES,139,1139,CURCIAT-DONGALON,RD 2,156,0,3,RD,2,2,2,0,0,0,1,0,0,,1,7,0,0,1,0
1,4,2,1,3,1,FRANCE,RHONE-ALPES,014,1014,ARBENT,RUE GENERAL DE GAULLE,159,0,3,RD,0,2,2,32,0,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,BOULEVARD DE BROU,171,0,4,VC,0,2,3,,,2,1,,,,1,7,0,0,1,0
5,4,1,1,3,1,FRANCE,RHONE-ALPES,263,1263,MONTMERLE-SUR-SAONE,Autre 0,199,0,9,Autre,0,2,2,0,0,0,1,0,0,,1,7,0,0,1,0
1,6,2,2,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,AVENUE ALPHONSE BAUDIN,205,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
3,6,3,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE JEAN MARIE GOUJON,208,0,2,RN,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DU PONT DES CHEVRES,233,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,3,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,CHEMIN DE SAINT GEORGES,234,0,2,RN,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,1,FRANCE,RHONE-ALPES,283,1283,OYONNAX,RUE DES PRIMEVERES,235,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DU PONT DES CHEVRES,238,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,1,1,3,1,FRANCE,RHONE-ALPES,004,1004,AMBERIEU-EN-BUGEY,VC 0,245,0,4,VC,0,2,2,0,0,0,1,0,0,,1,7,0,0,1,0
1,6,1,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,AVENUE JEAN MARIE VERNE,249,0,3,RD,0,2,0,,,0,1,,,,1,14,0,0,1,0
1,5,6,1,3,1,FRANCE,RHONE-ALPES,451,1451,VIRIAT,RUE DE LA CHAROLLAISE,273,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,6,2,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,BOULEVARD GENERAL DE GAULLE,286,5,2,RN,75,2,5,0,748,0,1,4620350,524284,,1,7,0,0,1,0
1,6,3,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE TONY FERRET,287,0,4,VC,0,1,1,0,0,1,1,,,,1,7,0,0,1,0
1,2,2,8,3,1,FRANCE,RHONE-ALPES,045,1045,BIRIEUX,RD 2,291,0,3,RD,2,2,2,12,317,0,1,4595380,503928,,1,10,0,0,1,0
1,1,1,1,1,1,FRANCE,RHONE-ALPES,171,1171,GEOVREISSET,RD 106,308,0,3,RD,106,2,2,7,750,0,1,4624090,561035,,1,7,0,0,1,0
1,6,2,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,BOULEVARD J.F KENNEDY,323,0,2,RN,75,2,4,0,350,0,1,4620650,524080,,1,7,0,0,1,0
1,6,3,1,3,1,FRANCE,RHONE-ALPES,283,1283,OYONNAX,RUE ANATOLE FRANCE,345,0,3,RD,31,2,2,68,340,0,1,4626030,565801,,1,7,0,0,1,0
1,6,1,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DU STAND,353,5,4,VC,0,1,1,,,0,1,,,,1,7,0,0,1,0
1,1,1,1,1,1,FRANCE,RHONE-ALPES,095,1095,CHAVANNES-SUR-SURAN,RD 936,355,0,3,RD,936,2,0,0,0,0,1,4625700,541400,,1,7,0,0,1,0
1,2,9,1,1,1,FRANCE,RHONE-ALPES,139,1139,CURCIAT-DONGALON,RD 2,364,0,3,RD,2,0,2,0,0,0,1,0,0,,1,7,0,0,1,0
1,6,9,1,3,1,FRANCE,RHONE-ALPES,283,1283,OYONNAX,PLACE VAILLANT COUTURIER,366,0,4,VC,0,1,1,,,0,1,,,,1,7,0,0,0,1
3,4,1,8,6,1,FRANCE,RHONE-ALPES,344,1344,SAINT-DENIS-LES-BOURG,AVENUE DE TREVOUX,370,0,3,RD,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,4,3,7,1,1,FRANCE,RHONE-ALPES,450,1450,VILLIEU-LOYES-MOLLON,Autre 0,387,0,9,Autre,0,0,0,0,0,0,0,0,0,,1,7,0,0,1,0
1,3,1,7,2,1,FRANCE,RHONE-ALPES,378,1378,SAINT-MAURICE-DE-GOURDANS,RD 84,390,0,3,RD,84,2,2,8,950,0,1,0,0,,1,7,0,0,1,0
1,4,1,1,6,1,FRANCE,RHONE-ALPES,376,1376,SAINT-MAURICE-DE-BEYNOST,RN 84,407,0,2,RN,84,2,2,5,585,1,1,4582990,497984,,1,7,0,0,1,0
1,4,6,1,2,1,FRANCE,RHONE-ALPES,043,1043,BEYNOST,Autre 0,419,0,9,Autre,0,0,0,0,0,0,0,0,0,,1,7,0,0,1,0
2,4,1,1,3,1,FRANCE,RHONE-ALPES,014,1014,ARBENT,RUE DU POINT B,421,0,6,Parking,0,2,1,,,0,1,,,,1,7,0,0,1,0
1,6,1,3,1,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,AVENUE DU MAIL,435,1,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,1,FRANCE,RHONE-ALPES,283,1283,OYONNAX,COURS DE VERDUN,451,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,2,1,1,3,1,FRANCE,RHONE-ALPES,207,1207,LAPEYROUSE,RD 6,461,0,3,RD,6,2,0,0,0,0,1,0,0,,1,7,0,0,1,0
1,6,3,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DES ARBELLES,485,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,6,1,1,6,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,AVENUE AMEDEE MERCIER,488,0,3,RD,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,1,2,1,6,1,FRANCE,RHONE-ALPES,451,1451,VIRIAT,RUE GEORGES LECLANCHE,489,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,4,3,1,6,1,FRANCE,RHONE-ALPES,344,1344,SAINT-DENIS-LES-BOURG,RUE GEORGES SAND,498,0,4,VC,0,1,1,,,0,1,,,,1,37,0,0,1,0
5,6,3,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DES AEROPLANES,501,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
5,6,3,1,6,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,AVENUE DE MARBOZ,517,0,3,RD,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,BOULEVARD JOHN FITZGERALD KENNEDY,548,0,4,VC,0,0,1,,,0,4,,,,1,10,0,0,1,0
1,6,3,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DU MALIVERT,551,0,4,VC,,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,AVENUE PABLO PICASSO,567,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,7,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,BOULEVARD MARECHAL LECLERC,570,0,4,VC,0,1,2,,,0,1,,,,1,7,0,0,1,0
1,6,6,1,3,1,FRANCE,RHONE-ALPES,053,1053,BOURG-EN-BRESSE,RUE DU STAND,572,0,3,RD,0,0,0,,,0,1,,,,1,7,0,0,1,0
1,5,2,1,3,2,FRANCE,PICARDIE,340,2340,GAUCHY,RUE HENRI BARBUSSE,634,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,1,1,6,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,RUE DE PHALSBOURG,644,0,2,RN,0,2,0,,,0,1,,,,1,7,0,0,1,0
1,7,1,1,6,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,RUE DE TOUR-Y-VAL,667,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,1,1,7,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,RUE DU GOUVERNEMENT,677,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
3,3,1,7,1,2,FRANCE,PICARDIE,299,2299,EVERGNICOURT,RD 966,684,0,3,RD,966,0,2,7,300,0,1,4945000,404000,,1,7,0,0,1,0
2,7,1,1,6,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,RUE PIERRE CHOQUART,718,0,4,VC,0,2,2,,,0,1,,,,1,14,0,0,1,0
1,7,1,1,3,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,ROUTE DE NEUVILLE-ST-AMAND,737,5,4,VC,0,2,2,,,0,1,,,,1,2,0,0,1,0
1,6,9,1,6,2,FRANCE,PICARDIE,722,2722,SOISSONS,RUE JEAN DE DORMANTS,752,0,4,VC,0,1,1,,,0,1,,,,1,7,0,0,1,0
1,7,3,1,6,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,RUE DE PARADIS,784,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,6,1,3,2,FRANCE,PICARDIE,722,2722,SOISSONS,AVENUE VOLTAIRE,790,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,1,1,3,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,RUE DE VERMAND,806,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,1,1,6,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,RUE DES GLATINIERS,807,0,4,VC,0,1,1,,,0,1,,,,1,7,0,0,1,0
1,5,7,1,1,2,FRANCE,PICARDIE,810,2810,VILLERS-COTTERETS,,839,0,4,VC,,3,1,,,0,1,0,0,,1,7,0,0,1,0
1,7,3,1,3,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,rue de la grange,848,0,4,VC,,2,2,,,1,1,,,,1,7,0,0,1,0
1,1,1,1,1,2,FRANCE,PICARDIE,431,2431,LIEZ,RD 53,862,0,3,RD,53,2,2,31,800,0,1,0,0,,1,7,0,0,1,0
1,1,1,1,1,2,FRANCE,PICARDIE,613,2613,PONTAVERT,RD 925,881,0,3,RD,925,2,2,38,50,0,1,0,0,,1,7,0,0,1,0
1,3,1,1,1,2,FRANCE,PICARDIE,830,2830,WASSIGNY,VC 0,917,0,4,VC,0,2,2,0,0,0,1,0,0,,1,7,0,0,1,0
1,3,1,1,6,2,FRANCE,PICARDIE,346,2346,GIZY,RD 977,936,0,3,RD,977,2,2,32,750,0,1,0,0,,1,7,0,0,1,0
1,3,9,1,3,2,FRANCE,PICARDIE,355,2355,GRICOURT,rue maLEzieux,942,0,3,RD,732,2,2,2,400,0,1,0,0,,1,7,0,0,1,0
1,1,1,1,1,2,FRANCE,PICARDIE,687,2687,SAINT-PIERRE-AIGLE,RD 17,947,0,3,RD,17,2,0,23,400,0,1,4930900,321400,,1,7,0,0,1,0
1,6,3,1,3,2,FRANCE,PICARDIE,408,2408,LAON,RUE EUGENE LEDUC,955,0,4,VC,,2,1,,,0,1,,,,1,7,0,0,1,0
1,7,1,1,3,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,BOULEVARD camille gUErin,960,0,4,VC,,2,2,,,0,1,,,,1,2,0,0,1,0
2,1,1,1,1,2,FRANCE,PICARDIE,371,2371,HARLY,VC 0,964,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,7,3,1,6,2,FRANCE,PICARDIE,691,2691,SAINT-QUENTIN,RUE DU TOUR-DE-VILLE,967,0,4,VC,,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,6,1,6,2,FRANCE,PICARDIE,722,2722,SOISSONS,PLACE DE LA REPUBLIQUE,986,0,4,VC,,1,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,2,FRANCE,PICARDIE,722,2722,SOISSONS,RUE SAINT MARTIN,989,0,4,VC,,1,1,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,2,FRANCE,PICARDIE,722,2722,SOISSONS,AVENUE DE LAON,991,0,4,VC,0,2,1,,,0,1,,,,1,15,0,0,1,0
1,1,6,1,3,2,FRANCE,PICARDIE,722,2722,SOISSONS,ROND-POINT DE L'ARCHER,997,0,2,RN,2,4,2,25,790,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,2,FRANCE,PICARDIE,722,2722,SOISSONS,RUE DES CORDELIERS,1000,0,4,VC,0,2,1,,,0,1,,,,1,,0,0,1,1
1,6,6,1,6,2,FRANCE,PICARDIE,722,2722,SOISSONS,ROND-POINT DE L'EUROPE,1008,5,4,VC,,4,2,,,0,1,4936491,333867,,1,7,0,0,1,0
1,5,6,1,6,2,FRANCE,PICARDIE,738,2738,TERGNIER,giratoire avenues jean jaures boulloche,1022,0,4,VC,,,,,,,1,4965811,331329,,1,7,0,0,1,0
1,6,7,1,2,3,FRANCE,AUVERGNE,190,3190,MOULINS,PLACE JEAN MOULIN,1044,0,4,VC,0,1,1,,,0,1,,,,1,10,0,0,1,0
1,5,1,1,3,3,FRANCE,AUVERGNE,118,3118,GANNAT,RN 9,1055,0,2,RN,9,2,2,0,0,0,1,0,0,,1,7,0,0,1,0
1,5,1,1,3,3,FRANCE,AUVERGNE,023,3023,BELLERIVE-SUR-ALLIER,AVENUE DE RUSSIE,1068,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,1,8,1,3,FRANCE,AUVERGNE,023,3023,BELLERIVE-SUR-ALLIER,RUE JEAN-BAPTISTE BURLOT,1073,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,0,1
1,6,1,1,2,3,FRANCE,AUVERGNE,310,3310,VICHY,BOULEVARD DES GRAVES,1085,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,1,1,3,3,FRANCE,AUVERGNE,118,3118,GANNAT,VC 0,1100,0,4,VC,0,2,2,0,0,0,1,0,0,,1,10,0,0,1,0
1,6,3,1,3,3,FRANCE,AUVERGNE,310,3310,VICHY,AVENUE DE LA REPUBLIQUE,1118,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,6,1,3,3,FRANCE,AUVERGNE,023,3023,BELLERIVE-SUR-ALLIER,AVENUE DE VICHY,1125,5,2,RN,0,1,1,16,250,0,1,,,,1,10,0,0,1,0
1,6,2,1,3,3,FRANCE,AUVERGNE,310,3310,VICHY,AVENUE THERMALE,1136,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,3,FRANCE,AUVERGNE,310,3310,VICHY,RUE GEORGES CLEMENCEAU,1164,0,2,RN,0,1,1,18,110,0,1,,,,1,7,0,0,1,0
1,6,1,2,7,3,FRANCE,AUVERGNE,190,3190,MOULINS,COURS VINCENT D'INDY,1174,0,4,VC,0,2,2,,,2,1,,,,1,,0,0,1,0
1,6,1,1,3,3,FRANCE,AUVERGNE,310,3310,VICHY,AVENUE THERMALE,1186,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,2,1,1,3,FRANCE,AUVERGNE,310,3310,VICHY,BOULEVARD DES GRAVES,1195,5,4,VC,0,2,3,,,0,4,,,,1,,0,0,1,1
1,5,6,1,3,3,FRANCE,AUVERGNE,023,3023,BELLERIVE-SUR-ALLIER,AVENUE DE LA REPUBLIQUE,1201,5,2,RN,0,1,1,,,0,0,,,,1,7,0,0,1,0
1,1,4,1,3,3,FRANCE,AUVERGNE,200,3200,NEUVY,RD 13,1204,0,3,RD,13,2,0,4,500,0,1,0,0,,1,7,0,0,1,0
1,5,1,1,3,3,FRANCE,AUVERGNE,095,3095,CUSSET,RUE DE L'INDUSTRIE,1210,0,4,VC,0,2,2,,,0,0,,,,1,7,0,0,1,0
1,5,6,1,6,3,FRANCE,AUVERGNE,321,3321,YZEURE,RUE DES EPOUX CONTOUX,1238,0,4,VC,0,2,2,,,0,1,,,,1,17,0,0,1,0
5,6,2,2,3,3,FRANCE,AUVERGNE,310,3310,VICHY,SQUARE ALBERT 1ER,1250,0,4,VC,0,1,2,,,0,1,,,,1,10,0,0,1,0
1,5,2,1,3,3,FRANCE,AUVERGNE,095,3095,CUSSET,RUE DES PEUPLIERS,1251,5,4,VC,0,2,2,,,0,0,,,,1,7,0,0,1,0
1,6,1,1,6,3,FRANCE,AUVERGNE,310,3310,VICHY,RUE DE L'HOTEL DES POSTES,1276,6,5,Hors_reseau,0,0,0,,,0,1,,,,1,,0,0,0,1
1,5,1,1,7,3,FRANCE,AUVERGNE,023,3023,BELLERIVE-SUR-ALLIER,ROUTE DE CHARMEIL,1280,0,5,Hors_reseau,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,5,2,1,3,3,FRANCE,AUVERGNE,023,3023,BELLERIVE-SUR-ALLIER,AVENUE DE VICHY,1281,5,2,RN,0,2,3,17,100,0,1,,,,1,7,0,0,1,0
1,5,3,1,3,3,FRANCE,AUVERGNE,095,3095,CUSSET,BOULEVARD ALSACE LORRAINE,1289,5,4,VC,0,2,2,,,0,1,,,,1,10,0,0,1,0
1,5,6,1,3,3,FRANCE,AUVERGNE,095,3095,CUSSET,PASSAGE DU QUERCY,1293,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,4,2,6,3,FRANCE,AUVERGNE,310,3310,VICHY,BOULEVARD DE RUSSIE,1318,5,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,6,1,1,3,3,FRANCE,AUVERGNE,310,3310,VICHY,RUE DU PRESIDENT WILSON,1329,0,4,VC,0,1,1,0,0,0,1,,,,1,7,0,0,1,0
5,6,6,3,3,3,FRANCE,AUVERGNE,190,3190,MOULINS,COURS DE BERCY,1341,5,3,RD,528,1,1,0,270,0,1,0,0,,1,7,0,0,1,0
1,3,1,1,2,3,FRANCE,AUVERGNE,301,3301,VAUX,RD 114,1359,0,3,RD,114,0,2,11,800,0,1,0,0,,1,7,0,0,1,0
1,1,1,1,1,3,FRANCE,AUVERGNE,006,3006,ARFEUILLES,RD 26,1360,0,3,RD,26,2,0,15,880,0,3,0,0,,1,7,0,0,1,0
1,5,2,1,3,3,FRANCE,AUVERGNE,095,3095,CUSSET,BOULEVARD JEAN LAFAURE,1368,5,4,VC,0,2,2,0,0,0,1,,,,1,7,0,0,1,0
5,5,2,2,1,3,FRANCE,AUVERGNE,095,3095,CUSSET,BOULEVARD DU BICENTENAIRE,1382,5,3,RD,27,2,2,0,700,0,1,0,0,,1,7,0,0,1,0
5,5,5,1,3,3,FRANCE,AUVERGNE,023,3023,BELLERIVE-SUR-ALLIER,AVENUE FERNAND AUBERGER,1384,5,3,RD,1093,2,2,0,149,0,1,0,0,,1,7,0,0,1,0
1,6,1,1,3,3,FRANCE,AUVERGNE,310,3310,VICHY,BOULEVARD DU MARECHAL FRANCHET D'ESPEREY,1386,0,4,VC,0,1,1,0,0,1,1,,,,1,7,0,0,1,0
1,6,3,2,3,3,FRANCE,AUVERGNE,310,3310,VICHY,RUE DE VINGRE,1387,5,4,VC,0,2,2,0,0,0,1,,,,1,7,0,0,1,0
1,6,1,1,1,3,FRANCE,AUVERGNE,310,3310,VICHY,RUE DU MARECHAL JOFFRE,1408,0,4,VC,0,1,1,0,0,0,1,,,,1,7,0,0,1,0
1,6,1,1,6,3,FRANCE,AUVERGNE,310,3310,VICHY,ALLEE DES AILES,1423,0,4,VC,0,3,2,0,0,0,1,,,,1,10,0,0,1,0
1,4,4,1,3,3,FRANCE,AUVERGNE,001,3001,ABREST,AVENUE DES GRAVIERS,1433,5,3,RD,426,2,2,3,511,0,0,0,0,,1,7,0,0,1,0
1,5,1,1,3,3,FRANCE,AUVERGNE,023,3023,BELLERIVE-SUR-ALLIER,AVENUE DU GENERAL DE GAULLE,1435,5,6,Parking,0,2,2,0,0,0,1,,,,1,7,0,0,1,0
1,6,4,2,3,3,FRANCE,AUVERGNE,190,3190,MOULINS,COURS DE BERCY,1444,0,4,VC,0,2,1,,,0,1,,,,1,7,0,0,1,0
1,4,1,1,3,3,FRANCE,AUVERGNE,001,3001,ABREST,AVENUE DE THIERS,1445,0,3,RD,0,2,2,,,0,1,,,,1,17,0,0,1,0
5,6,1,1,2,3,FRANCE,AUVERGNE,310,3310,VICHY,RUE RAVY BRETON,1448,0,4,VC,0,1,1,,,0,1,,,,1,7,0,0,1,0
1,1,1,1,3,3,FRANCE,AUVERGNE,095,3095,CUSSET,BOULEVARD DU BICENTENAIRE,1451,0,3,RD,0,2,2,,,0,1,,,,1,38,0,0,1,0
1,5,6,1,3,3,FRANCE,AUVERGNE,023,3023,BELLERIVE-SUR-ALLIER,ROND-POINT DE BOUSSANGES,1458,5,3,RD,0,1,1,20,270,0,1,,,,1,7,0,0,1,0
1,1,1,1,3,4,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,110,4110,MALLEMOISSON,RN 85,1467,5,2,RN,85,2,2,36,300,3,1,4405100,613700,,1,7,0,0,1,0
1,1,9,1,2,4,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,161,4161,MEOLANS-REVEL,RD 900,1472,0,3,RD,900,3,2,71,100,0,1,0,0,,1,2,0,0,1,0
1,1,1,1,3,4,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,019,4019,BARCELONNETTE,RD 900,1502,5,3,RD,900,2,2,88,0,0,1,4439500,667400,,1,7,0,0,1,0
1,1,1,1,1,4,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,045,4045,CERESTE,RD 4100,1516,0,3,RD,4100,2,2,0,100,0,1,4386100,556300,,1,7,0,0,1,0
1,1,1,1,1,4,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,209,4209,SISTERON,RD 3,1518,0,3,RD,3,2,0,49,200,0,0,4421500,596500,,1,30,0,0,1,0
1,2,1,1,1,4,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,084,4084,ESTOUBLON,VC 0,1520,0,4,VC,0,2,2,0,0,0,1,0,0,,1,7,0,0,1,0
1,3,1,1,1,4,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,039,4039,CASTELLANE,RD 952,1532,0,3,RD,952,2,2,1,0,0,1,4384330,650042,,1,7,0,0,1,0
1,1,1,1,1,4,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,244,4244,VOLONNE,RD 4,1536,0,3,RD,4,2,0,46,981,0,1,4412460,600085,,1,7,0,0,1,0
1,1,3,1,3,5,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,070,5070,LARAGNE-MONTEGLIN,RN 75,1563,0,2,RN,75,0,2,44,900,0,1,0,0,,1,7,,,,
1,5,1,1,3,5,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,023,5023,BRIANCON,AVENUE DU GENERAL BARBOT,1565,0,3,RD,0,2,2,,,0,1,,,,1,10,0,0,1,0
1,3,9,8,3,5,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,079,5079,MONETIER-LES-BAINS (LE),RD 1091,1580,0,3,RD,1091,2,0,0,0,0,1,0,0,,1,7,0,0,1,0
1,6,1,1,3,5,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,061,5061,GAP,RUE DU BOSQUET,1594,0,4,VC,0,2,2,,,0,1,,,,1,7,0,0,1,0
1,1,1,1,1,5,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,023,5023,BRIANCON,ROUTE DU POET OLLAGNIER,1624,0,3,RD,0,2,2,,,0,1,,,,1,10,0,0,1,0
1,6,1,1,3,5,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,061,5061,GAP,RUE CARNOT,1634,0,2,RN,0,1,1,37,980,0,1,,,,1,2,0,0,1,0
1,6,1,1,3,5,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,061,5061,GAP,AVENUE JEAN JAURES,1643,0,2,RN,85,2,2,39,300,0,1,,,,1,10,0,0,1,0
1,5,3,1,3,5,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,023,5023,BRIANCON,AVENUE DU DAUPHINE,1650,0,2,RN,0,2,2,160,100,0,1,,,,1,7,0,0,1,0
1,5,2,2,3,5,FRANCE,PROVENCE-ALPES-COTE-D'AZUR,023,5023,BRIANCON,RUE JEAN MOULIN,1662,0,4,VC,0,2,2,0,1,0,1,,,,1,7,0,0,1,0
